gene_id	chr_id	transcript_length	gene_group	description	GO-labels
Ec-14_006880	chr_14	3116		EsV-1-7 domain protein	NA
Ec-14_006890	chr_14	1454		Prefoldin	   
Ec-14_006900	chr_14	885		Light harvesting complex protein	GO:0009765,GO:0016020
Ec-14_006910	chr_14	6150		expressed unknown protein	   
Ec-14_006920	chr_14	4315		Forkhead-associated (FHA) domain	GO:0005515
Ec-14_006930	chr_14	3462		expressed unknown protein	   
Ec-14_006940	chr_14	1938		ENTH/VHS	   
Ec-14_006950	chr_14	3197		FAD dependent oxidoreductase	GO:0016491,GO:0055114
Ec-14_006960	chr_14	1103		Small nuclear ribonucleoprotein-associated protein D3	GO:0030529,GO:0016071
Ec-14_006970	chr_14	3268		ERV/ALR sulfhydryl oxidase domain	GO:0016972,GO:0055114
Ec-14_006980	chr_14	1402		Ribosomal protein L1-like	GO:0003723,GO:0006396 
Ec-14_006990	chr_14	1348		Nascent polypeptide-associated complex NAC domain	   
Ec-14_007000	chr_14	2069		Protein of unknown function DUF1394	   
Ec-14_007010	chr_14	1595		ATPase F1 complex gamma subunit	GO:0015986,GO:0045261,GO:0046933,GO:0046961
Ec-14_007020	chr_14	4612		Vacuolar protein sorting-associated protein 13A N-terminal domain	   
Ec-14_007030	chr_14	977		Hypothetical leucine rich repeat protein	GO:0005515
Ec-14_007040	chr_14	233		Hypothetical protein	   
Ec-14_007050	chr_14	3118		conserved unknown protein	   
Ec-14_007060	chr_14	885		Hypothetical protein	   
Ec-15_000010	chr_15	594	GBG-gametophyte	Hypothetical protein	   
Ec-15_000020	chr_15	1754	GBG-gametophyte	Alpha/Beta hydrolase fold	GO:0004806,GO:0006629
Ec-15_000030	chr_15	375	GBG-gametophyte	Hypothetical protein	   
Ec-15_000040	chr_15	1527	GBG-sporophyte	EsV-1-7 domain protein	NA
Ec-15_000050	chr_15	3213		Protein of unknown function DUF1517	   
Ec-15_000060	chr_15	7083		Nucleotide-binding alpha-beta plait domain	GO:0000166
Ec-15_000070	chr_15	3668		EF-hand domain pair	GO:0005509
Ec-15_000090	chr_15	2450		Regulator of chromosome condensation RCC1	   
Ec-15_000100	chr_15	2939		DNA mismatch repair protein MutS C-terminal	GO:0005524,GO:0006298,GO:0030983
Ec-15_000110	chr_15	1611		Ankyrin repeat-containing domain	   
Ec-15_000120	chr_15	3591		Adenylate kinase family protein 	GO:0016787
Ec-15_000130	chr_15	6356		hypothetical protein	   
Ec-15_000140	chr_15	4820		Pentatricopeptide repeat	   
Ec-15_000150	chr_15	1866		2Fe-2S ferredoxin-type domain	GO:0009055,GO:0051536
Ec-15_000160	chr_15	2478	SBG-female	Alpha/Beta hydrolase fold	GO:0004806,GO:0006629
Ec-15_000170	chr_15	4214		hypothetical protein	   
Ec-15_000180	chr_15	864		conserved unknown protein	   
Ec-15_000190	chr_15	2490	GBG-sporophyte	Alpha/Beta hydrolase fold	GO:0004806,GO:0006629
Ec-15_000200	chr_15	1095	GBG-gametophyte	hypothetical protein	   
Ec-15_000210	chr_15	324		hypothetical protein	   
Ec-15_000220	chr_15	842		Hypothetical protein	   
Ec-15_000230	chr_15	1023		Alpha/Beta hydrolase fold	GO:0004806,GO:0006629
Ec-15_000240	chr_15	2922	SBG-female,GBG-gametophyte	Alpha/Beta hydrolase fold	GO:0003824,GO:0004806,GO:0006629
Ec-15_000250	chr_15	3987		Pyridine nucleotide-disulphide oxidoreductase FAD/NAD(P)-binding domain	GO:0016491,GO:0055114
Ec-15_000260	chr_15	3831		hypothetical protein	   
Ec-15_000270	chr_15	2608		expressed unknown protein	   
Ec-15_000280	chr_15	1236		Carbohydrate-binding WSC	NA
Ec-15_000290	chr_15	3990		expressed unknown protein	   
Ec-15_000300	chr_15	2626		JAB1/MPN/MOV34 metalloenzyme domain	GO:0005515
Ec-15_000310	chr_15	3662		hypothetical protein	   
Ec-15_000320	chr_15	2395		Ubiquitin-related domain	   
Ec-15_000330	chr_15	2524		Hypothetical protein	   
Ec-15_000340	chr_15	2724		Fungal lipase-like domain	GO:0006629
Ec-15_000350	chr_15	4102		DNA repair helicase	NA
Ec-15_000360	chr_15	3929		expressed unknown protein	   
Ec-15_000370	chr_15	264		Hypothetical protein	   
Ec-15_000380	chr_15	819		Hypothetical protein	   
Ec-15_000390	chr_15	2269		IQ motif EF-hand binding site	GO:0005515
Ec-15_000400	chr_15	3274		conserved unknown protein	   
Ec-15_000410	chr_15	3556		Homeodomain-like	GO:0003677
Ec-15_000420	chr_15	2215		conserved unknown protein	GO:0000786,GO:0003677,GO:0006334 
Ec-15_000440	chr_15	2227		hypothetical protein	   
Ec-15_000450	chr_15	2608		Glycolate Oxidase	GO:0003973,GO:0005777,GO:0009853,GO:0010181,GO:0016491,GO:0055114
Ec-15_000470	chr_15	3132		MscS Mechanosensitive ion channel	   
Ec-15_000480	chr_15	3208		UBA-like	GO:0005515
Ec-15_000490	chr_15	2049		Light harvesting complex protein	GO:0009765,GO:0016020
Ec-15_000500	chr_15	1213		hypothetical protein	   
Ec-15_000510	chr_15	2436		WD40/YVTN repeat-like-containing domain	GO:0005515
Ec-15_000520	chr_15	5272	GBG-gametophyte	P-loop containing nucleoside triphosphate hydrolase	GO:0003677,GO:0005524 
Ec-15_000530	chr_15	1717		EF-hand domain	GO:0005509
Ec-15_000540	chr_15	1986		Hypothetical protein	   
Ec-15_000550	chr_15	887		Small GTPase superfamily	GO:0005525,GO:0007264
Ec-15_000570	chr_15	1822		P-loop containing nucleoside triphosphate hydrolase	GO:0005525,GO:0005622 
Ec-15_000580	chr_15	4193		Exportin/Importin Cse1-like	GO:0006886
Ec-15_000590	chr_15	3562		expressed unknown protein	   
Ec-15_000600	chr_15	1542		Hypoxia induced protein domain	   
Ec-15_000620	chr_15	3137	GBG-sporophyte	WSC-domain containing protein	NA
Ec-15_000630	chr_15	2109	GBG-gametophyte	WSC-domain containing protein 	NA
Ec-15_000640	chr_15	1671		expressed unknown protein	   
Ec-15_000650	chr_15	3123		Histone-fold	GO:0046982
Ec-15_000660	chr_15	4620		Chromodomain-helicase-DNA-binding protein	GO:0003677,GO:0005524
Ec-15_000670	chr_15	1658		NAD(P)-binding domain	GO:0003824,GO:0003854,GO:0005488,GO:0006694,GO:0008152
Ec-15_000680	chr_15	2691		Helicase C-terminal	GO:0003677,GO:0005524
Ec-15_000690	chr_15	3786		Kinesin-like protein	GO:0003777,GO:0005871,GO:0007018
Ec-15_000700	chr_15	702		protein kinase	GO:0004871,GO:0007165
Ec-15_000710	chr_15	2077		Hypothetical protein	   
Ec-15_000720	chr_15	1437		FYVE zinc finger	GO:0046872
Ec-15_000730	chr_15	2403		NAD-dependent epimerase/dehydratase N-terminal domain	GO:0003824,GO:0050662
Ec-15_000740	chr_15	462		hypothetical protein	   
Ec-15_000750	chr_15	3565		dihydrodipicolinate reductase	GO:0005737,GO:0008839,GO:0009089,GO:0055114
Ec-15_000760	chr_15	4968		WD40-repeat-containing domain	GO:0005515
Ec-15_000770	chr_15	1574	GBG-gametophyte	Hypothetical leucine rich repeat protein	NA
Ec-15_000780	chr_15	2753		conserved unknown protein	GO:0016021
Ec-15_000790	chr_15	2307		GOLD	GO:0006810,GO:0016021
Ec-15_000800	chr_15	3559		hypothetical protein	   
Ec-15_000810	chr_15	1227		expressed unknown protein	   
Ec-15_000820	chr_15	2076		HAD-like domain	GO:0000287,GO:0005737,GO:0008253 
Ec-15_000830	chr_15	3406		conserved unknown protein	   
Ec-15_000840	chr_15	1845		hypothetical protein	   
Ec-15_000850	chr_15	3109		hypothetical protein	   
Ec-15_000860	chr_15	1589		Membrane-associated eicosanoid/glutathione metabolism (MAPEG) protein	   
Ec-15_000870	chr_15	1579		Membrane-associated eicosanoid/glutathione metabolism (MAPEG) protein	   
Ec-15_000880	chr_15	1473		RNA-binding S4 domain	GO:0003723
Ec-15_000890	chr_15	383		Hypothetical protein	   
Ec-15_000900	chr_15	1884		V-ATPase proteolipid subunit	GO:0015078,GO:0015991,GO:0033179
Ec-15_000910	chr_15	1886	SBG-female	expressed unknown protein	   
Ec-15_000920	chr_15	1302	GBG-gametophyte	Sept2 septin GTPase	GO:0004181,GO:0005525,GO:0006508,GO:0007049,GO:0008270
Ec-15_000930	chr_15	1845		Sept1 septin GTPase	GO:0005525,GO:0007049
Ec-15_000940	chr_15	2805		WSC-domain containing protein	NA
Ec-15_000950	chr_15	1214	GBG-gametophyte	conserved unknown protein	   
Ec-15_000960	chr_15	1843	GBG-gametophyte	Hypothetical protein	   
Ec-15_000970	chr_15	2013		Light harvesting complex protein	GO:0009765,GO:0016020
Ec-15_000980	chr_15	2232		Light harvesting complex protein	GO:0009765,GO:0016020
Ec-15_000990	chr_15	2056		Light harvesting complex protein	GO:0016020,GO:0009765
Ec-15_001000	chr_15	2313		Light harvesting complex protein	GO:0009765,GO:0016020
Ec-15_001010	chr_15	1712	GBG-gametophyte	Light harvesting complex protein	GO:0009765,GO:0016020
Ec-15_001020	chr_15	4132		MORN motif	   
Ec-15_001030	chr_15	1001		Light harvesting complex protein	GO:0016020,GO:0009765
Ec-15_001040	chr_15	1648		Protein of unknown function DUF1348	   
Ec-15_001050	chr_15	1105		tRNA methyltransferase Trm1	GO:0003723,GO:0004809,GO:0008033
Ec-15_001060	chr_15	990		S-adenosyl-L-methionine-dependent methyltransferase	GO:0003723,GO:0004809,GO:0008033
Ec-15_001070	chr_15	439		Hypothetical protein	   
Ec-15_001090	chr_15	1428		Pectin lyase fold/virulence factor	   
Ec-15_001100	chr_15	1452		Hypothetical protein	   
Ec-15_001110	chr_15	1632		Pumilio RNA-binding repeat	GO:0003723
Ec-15_001120	chr_15	1239		expressed unknown protein	   
Ec-15_001130	chr_15	1614		Phox homologous domain	GO:0035091
Ec-15_001140	chr_15	1074		Hypothetical protein	   
Ec-15_001150	chr_15	1586		Hypothetical protein	   
Ec-15_001160	chr_15	1860		conserved unknown protein	   
Ec-15_001170	chr_15	1551		Light harvesting complex protein	NA
Ec-15_001180	chr_15	1551		Tetratricopeptide-like helical domain	GO:0005515
Ec-15_001190	chr_15	1188		hypothetical protein	   
Ec-15_001200	chr_15	1055		Hypothetical protein	   
Ec-15_001210	chr_15	2655	SBG-male	S-adenosyl-L-methionine-dependent methyltransferase	NA
Ec-15_001220	chr_15	1962	GBG-gametophyte	transposase	   
Ec-15_001230	chr_15	5624		Exostosin-like	GO:0016020 
Ec-15_001240	chr_15	2016	GBG-gametophyte	hypothetical protein	GO:0005515,GO:0005739,GO:0006917,GO:0006919
Ec-15_001250	chr_15	1260		S-adenosyl-L-methionine-dependent methyltransferase	GO:0008152,GO:0008168
Ec-15_001260	chr_15	851		Hypothetical protein	   
Ec-15_001270	chr_15	802		Proteasome alpha-subunit N-terminal domain	GO:0004175,GO:0006511,GO:0019773
Ec-15_001280	chr_15	2098		hypothetical protein	   
Ec-15_001290	chr_15	3071		DDH domain	   
Ec-15_001300	chr_15	4162	SBG-male	Katanin p80 subunit C-terminal	   
Ec-15_001310	chr_15	1702		Protein of unknown function DUF974	   
Ec-15_001320	chr_15	2975		Tetratricopeptide repeat containing protein	NA
Ec-15_001330	chr_15	2619		Ferredoxin-dependent bilin reductase	GO:0010024,GO:0016636,GO:0050897,GO:0055114
Ec-15_001340	chr_15	1623		conserved unknown protein	   
Ec-15_001350	chr_15	4521		Ankyrin repeat-containing domain	   
Ec-15_001360	chr_15	3202		Fanconi anemia complex subunit FancL WD-repeat containing domain	GO:0005249,GO:0006813,GO:0008076
Ec-15_001370	chr_15	2200		Tetrahydrofolate dehydrogenase/cyclohydrolase catalytic domain	GO:0003824,GO:0004488,GO:0009396,GO:0055114
Ec-15_001380	chr_15	1770		Ribonuclease P/MRP protein subunit	GO:0004540,GO:0008033
Ec-15_001390	chr_15	4921	SBG-male	Tetraspanin/Peripherin	GO:0016021
Ec-15_001400	chr_15	2142		hypothetical protein	   
Ec-15_001410	chr_15	1626		hypothetical protein	   
Ec-15_001420	chr_15	1930		Tetratricopeptide-like helical domain	GO:0005515
Ec-15_001430	chr_15	4509	SBG-male,GBG-gametophyte	ICP0-binding domain of Ubiquitin-specific protease 7	   
Ec-15_001440	chr_15	467		Hypothetical protein	   
Ec-15_001450	chr_15	1739		conserved unknown protein	   
Ec-15_001460	chr_15	1794		Adenylate cyclase-associated CAP C-terminal	GO:0003779,GO:0007010
Ec-15_001470	chr_15	5648		P-loop containing nucleoside triphosphate hydrolase	GO:0005524,GO:0005694,GO:0006259
Ec-15_001480	chr_15	6730		expressed unknown protein	   
Ec-15_001490	chr_15	842		Hypothetical protein	   
Ec-15_001500	chr_15	3694		Zn(2)-C6 fungal-type DNA-binding domain	GO:0000981,GO:0005634,GO:0006355,GO:0008270
Ec-15_001510	chr_15	2280		expressed unknown protein	   
Ec-15_001520	chr_15	417		Hypothetical protein	   
Ec-15_001530	chr_15	171		hypothetical protein	   
Ec-15_001540	chr_15	1566		Hypothetical protein	   
Ec-15_001550	chr_15	4145		CCAAT-binding factor	GO:0005488
Ec-15_001560	chr_15	1137		Zinc finger RanBP2-type	GO:0008270
Ec-15_001570	chr_15	1692		Zinc finger RING/FYVE/PHD-type	GO:0003676
Ec-15_001580	chr_15	2235		Thioredoxin-like fold	   
Ec-15_001590	chr_15	3708	GBG-sporophyte	Ankyrin repeat-containing domain	GO:0005216,GO:0006811,GO:0016020,GO:0055085 
Ec-15_001600	chr_15	4247		DNA gyrase/topoisomerase IV subunit A C-terminal beta-pinwheel	GO:0003677,GO:0003916,GO:0005524,GO:0005694,GO:0006265
Ec-15_001610	chr_15	3548		Cytidyltransferase-like domain	GO:0003824,GO:0009058
Ec-15_001620	chr_15	16413		C2 domain	GO:0005515
Ec-15_001630	chr_15	3996		DNA helicase (DNA repair) Rad3 type	GO:0003676,GO:0005524,GO:0006139,GO:0008026,GO:0016818 
Ec-15_001640	chr_15	2680		Mog1/PsbP alpha/beta/alpha sandwich	   
Ec-15_001650	chr_15	2084		WW domain	GO:0005515
Ec-15_001660	chr_15	1254		EsV-1-199	   
Ec-15_001670	chr_15	2061		EsV-1-199	   
Ec-15_001680	chr_15	1461		Alpha/Beta hydrolase fold	GO:0016787
Ec-15_001690	chr_15	764		Hypothetical protein	   
Ec-15_001700	chr_15	1549	SBG-female	Six-bladed beta-propeller TolB-like	   
Ec-15_001710	chr_15	2742		expressed unknown protein	   
Ec-15_001720	chr_15	2362	SBG-male	Carbohydrate sulfotransferase-related	GO:0008146,GO:0016021,GO:0016051
Ec-15_001740	chr_15	2730		Hypothetical protein	   
Ec-15_001750	chr_15	920		hypothetical protein	   
Ec-15_001760	chr_15	630		hypothetical protein	   
Ec-15_001770	chr_15	258		EEIG1/EHBP1 N-terminal domain	   
Ec-15_001780	chr_15	1481		Inositol monophosphatase	GO:0046854
Ec-15_001790	chr_15	4341	SBG-male	CLASP N-terminal domain	   
Ec-15_001800	chr_15	1779	SBG-male	hypothetical protein	   
Ec-15_001810	chr_15	1114		Hypothetical protein	   
Ec-15_001820	chr_15	1943	GBG-gametophyte	Protein kinase-like domain	GO:0016772
Ec-15_001830	chr_15	1585		AB-hydrolase YheT putative	GO:0004091 
Ec-15_001840	chr_15	4622		cation chanel protein possibly calcium-activated BK potassium channel alpha subunit	GO:0008152,GO:0016740
Ec-15_001850	chr_15	2033		putative S-adenosylmethionine-dependent methyltransferase	NA
Ec-15_001860	chr_15	2631		Actin family	GO:0005515
Ec-15_001880	chr_15	2602		P-loop containing nucleoside triphosphate hydrolase	   
Ec-15_001890	chr_15	1583		PsbQ-like domain	   
Ec-15_001900	chr_15	1785		Phosphatidate cytidylyltransferase	GO:0016020,GO:0016772
Ec-15_001910	chr_15	11295		Autophagy-related C-terminal	GO:0005525,GO:0005874,GO:0006118,GO:0007017,GO:0016491
Ec-15_001920	chr_15	1103		Tetratricopeptide-like helical domain	GO:0005515
Ec-15_001930	chr_15	2688		hypothetical protein	NA
Ec-15_001940	chr_15	3636		NB-ARC and TPR repeat-containig protein	GO:0005515
Ec-15_001950	chr_15	481		Hypothetical protein	   
Ec-15_001960	chr_15	3206		GDP-L-galactose/GDP-D-glucose phosphorylase	GO:0080048
Ec-15_001970	chr_15	12277		Vacuolar protein sorting-associated protein 13	GO:0005509
Ec-15_001990	chr_15	1988		Radial spoke 3	NA
Ec-15_002000	chr_15	2203		ARL6L ARF-like Ras superfamily GTPase	GO:0005525 
Ec-15_002010	chr_15	2663		MORN motif	   
Ec-15_002020	chr_15	1863		HAD-superfamily hydrolase subfamily IIA	GO:0008152,GO:0016791
Ec-15_002030	chr_15	370		Hypothetical protein	   
Ec-15_002040	chr_15	510		possible metalloprotease 	GO:0003824,GO:0046872
Ec-15_002050	chr_15	2573	GBG-sporophyte	SET domain	GO:0005515
Ec-15_002060	chr_15	460		Hypothetical protein	   
Ec-15_002090	chr_15	120		hypothetical protein	NA
Ec-15_002100	chr_15	2015		RNA recognition motif domain	GO:0003676
Ec-15_002110	chr_15	1920		hypothetical protein	   
Ec-15_002120	chr_15	1233		hypothetical protein	   
Ec-15_002130	chr_15	2284		Longin domain	GO:0016021,GO:0016192
Ec-15_002140	chr_15	3306		putative multispanning membrane protein	GO:0016021
Ec-15_002160	chr_15	1207		Amine oxidase	GO:0016491,GO:0055114
Ec-15_002170	chr_15	1629	GBG-gametophyte	S-adenosyl-L-methionine-dependent methyltransferase	GO:0003676,GO:0008168,GO:0032259
Ec-15_002180	chr_15	2020		Tubulin/FtsZ 2-layer sandwich domain	GO:0003924,GO:0005525,GO:0006184,GO:0043234,GO:0051258
Ec-15_002190	chr_15	2592		Intraflagellar transport complex B protein 46	GO:0042073
Ec-15_002200	chr_15	3706		Protein kinase domain	GO:0004672,GO:0005524,GO:0006468
Ec-15_002210	chr_15	826		Peptidyl-prolyl cis-trans isomerase FKBP-type	GO:0006457
Ec-15_002230	chr_15	3358		Phox homologous domain	GO:0035091
Ec-15_002240	chr_15	2460		Histidine phosphatase superfamily clade-1	   
Ec-15_002250	chr_15	3386		Hypothetical protein	   
Ec-15_002260	chr_15	1966		Serine/threonine/dual specificity protein kinase catalytic  domain	GO:0004672,GO:0005524,GO:0006468
Ec-15_002270	chr_15	610		Hypothetical protein	   
Ec-15_002280	chr_15	1777		Nucleic acid-binding OB-fold	GO:0003723,GO:0003743,GO:0006413
Ec-15_002290	chr_15	2404		AGC-kinase C-terminal	GO:0004674,GO:0005524,GO:0006468
Ec-15_002300	chr_15	1936		conserved unknown protein	   
Ec-15_002310	chr_15	546		Hypothetical protein	   
Ec-15_002320	chr_15	3577		conserved unknown protein	GO:0005488
Ec-15_002330	chr_15	2157		Phosphotyrosyl phosphatase activator PTPA	GO:0019211
Ec-15_002340	chr_15	2569		Phox homologous domain	GO:0035091
Ec-15_002350	chr_15	917		Thioredoxin-like fold	   
Ec-15_002360	chr_15	1945		Glutamyl-tRNA Synthetase chloroplast precursor	GO:0000166,GO:0004812,GO:0005524,GO:0005737,GO:0006412,GO:0006418
Ec-15_002370	chr_15	1631		FAD-dependent pyridine nucleotide-disulphide oxidoreductase	GO:0055114
Ec-15_002380	chr_15	1955		expressed unknown protein	   
Ec-15_002390	chr_15	586		BolA protein	   
Ec-15_002400	chr_15	1547		dUTPase-like	GO:0009117,GO:0016787,GO:0046080
Ec-15_002410	chr_15	1082		Hypothetical protein	   
Ec-15_002420	chr_15	3157		expressed unknown protein	   
Ec-15_002430	chr_15	6978		WD40 repeat	GO:0005515
Ec-15_002440	chr_15	651		expressed unknown protein	   
Ec-15_002450	chr_15	2097		expressed unknown protein	   
Ec-15_002460	chr_15	988		hypothetical protein	   
Ec-15_002470	chr_15	1483		expressed unknown protein	   
Ec-15_002480	chr_15	3247		Peptidase M16 N-terminal	GO:0046872,GO:0003824
Ec-15_002490	chr_15	144		expressed unknown protein	   
Ec-15_002500	chr_15	4088		Zn(2)-C6 fungal-type DNA-binding domain	GO:0000981,GO:0005634,GO:0006355,GO:0008270
Ec-15_002520	chr_15	795		Hypothetical protein	   
Ec-15_002530	chr_15	985		Endonuclease/exonuclease/phosphatase	   
Ec-15_002540	chr_15	1050		Mitochondrial carrier domain	GO:0005488,GO:0006810,GO:0016020
Ec-15_002550	chr_15	1817		Hypothetical protein	   
Ec-15_002560	chr_15	27774		C2 domain	GO:0005515
Ec-15_002570	chr_15	10125		conserved unknown protein	   
Ec-15_002580	chr_15	1669		MAGE homology domain	   
Ec-15_002590	chr_15	2803		Hypothetical protein	   
Ec-15_002600	chr_15	3595	SBG-male	von Willebrand factor type A	   
Ec-15_002610	chr_15	351		Hypothetical protein	   
Ec-15_002620	chr_15	3785		P-loop containing nucleoside triphosphate hydrolase	GO:0003677,GO:0005524
Ec-15_002630	chr_15	1507		WD40 repeat	GO:0005515
Ec-15_002640	chr_15	3581		Peptidyl-prolyl cis-trans isomerase FKBP-type	GO:0006457
Ec-15_002650	chr_15	1663		putative type II topoisomerase	   
Ec-15_002660	chr_15	3432		Protein kinase-like domain	GO:0016772
Ec-15_002670	chr_15	2062		Histone-like bacterial DNA-binding protein	GO:0003677
Ec-15_002680	chr_15	879		SET domain	GO:0005515
Ec-15_002690	chr_15	1102		expressed unknown protein	NA
Ec-15_002700	chr_15	282		hypothetical protein	GO:0005634
Ec-15_002720	chr_15	2231		Ribosomal protein L1/ribosomal biogenesis protein	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Ec-15_002730	chr_15	431		Cytochrome c oxidase biogenesis protein Cmc1-like	   
Ec-15_002740	chr_15	1554		Ribosomal protein L13	GO:0003735,GO:0005840,GO:0006412
Ec-15_002750	chr_15	261		Trypsin-like cysteine/serine peptidase domain	GO:0003824
Ec-15_002760	chr_15	5047		PDZ domain	GO:0005515
Ec-15_002770	chr_15	4034		ATPase AAA-type core	GO:0005524
Ec-15_002780	chr_15	2656		FNIP	   
Ec-15_002790	chr_15	3096		WD40/YVTN repeat-like-containing domain	GO:0005515
Ec-15_002800	chr_15	6857		hypothetical protein	   
Ec-15_002810	chr_15	3077		Tetratricopeptide-like helical domain	GO:0005515
Ec-15_002820	chr_15	1966		Glutathione-dependent formaldehyde-activating enzyme/centromere protein V	GO:0008152,GO:0016846
Ec-15_002830	chr_15	1872		conserved unknown protein	   
Ec-15_002840	chr_15	614		Hypothetical protein	   
Ec-15_002850	chr_15	3295		Heat shock protein 40 like protein/ DnaJ domain containing protein	GO:0031072
Ec-15_002860	chr_15	4232		expressed unknown protein	   
Ec-15_002870	chr_15	3463		Glycosyl transferase family 14	GO:0008375,GO:0016020
Ec-15_002880	chr_15	475		Hypothetical protein	   
Ec-15_002890	chr_15	2056		ADF-H/Gelsolin-like domain	GO:0003779,GO:0005622
Ec-15_002900	chr_15	694		expressed unknown protein	   
Ec-15_002910	chr_15	2399		Copper amine oxidase N2/N3-terminal	GO:0005507,GO:0009308,GO:0048038
Ec-15_002920	chr_15	3467		Copper amine oxidase C-terminal	GO:0005507,GO:0008131,GO:0009308,GO:0048038,GO:0055114
Ec-15_002930	chr_15	1858		WD40/YVTN repeat-like-containing domain	GO:0005515
Ec-15_002940	chr_15	2606		Actin-related protein	GO:0005515
Ec-15_002950	chr_15	7539		Kinesin motor domain	GO:0003777,GO:0005524,GO:0007018,GO:0008017
Ec-15_002960	chr_15	2713		TRAM/LAG1/CLN8 homology domain	GO:0016021
Ec-15_002970	chr_15	2626		conserved unknown protein	   
Ec-15_002980	chr_15	2384		hypothetical protein	   
Ec-15_002990	chr_15	5274	GBG-gametophyte	conserved unknown protein	GO:0005509,GO:0007155
Ec-15_003010	chr_15	3053		hypothetical protein	   
Ec-15_003020	chr_15	4839		P-loop containing nucleoside triphosphate hydrolase	   
Ec-15_003030	chr_15	1005		Tetratricopeptide-like helical domain	GO:0005515
Ec-15_003040	chr_15	2001		UDP-sulfoquinovose synthase plastid precursor	GO:0003824,GO:0005488,GO:0008152
Ec-15_003050	chr_15	4185		UBA-like	GO:0005515
Ec-15_003060	chr_15	219		hypothetical protein	   
Ec-15_003070	chr_15	3431		Thioredoxin-like fold	   
Ec-15_003090	chr_15	3690		Ubiquitin-associated domain/translation elongation factor EF-Ts N-terminal	GO:0005515
Ec-15_003100	chr_15	1896		Isochorismatase-like	GO:0003824,GO:0008152
Ec-15_003110	chr_15	1955		expressed unknown protein	   
Ec-15_003120	chr_15	1312		expressed unknown protein	   
Ec-15_003130	chr_15	887		HSP40/DnaJ peptide-binding	GO:0006457,GO:0051082
Ec-15_003140	chr_15	1209	GBG-gametophyte	vanadium-dependent haloperoxidase-like	GO:0016020,GO:0003824
Ec-15_003150	chr_15	1999		P-loop containing nucleoside triphosphate hydrolase	   
Ec-15_003160	chr_15	1080		expressed unknown protein	   
Ec-15_003170	chr_15	3287		WD40-repeat-containing domain	GO:0005515
Ec-15_003180	chr_15	966		Notch domain	GO:0016020,GO:0030154
Ec-15_003190	chr_15	2604		Hypothetical protein	   
Ec-15_003200	chr_15	2172	GBG-gametophyte	hypothetical protein	   
Ec-15_003210	chr_15	630		hypothetical protein	   
Ec-15_003220	chr_15	1354	GBG-gametophyte	Hypothetical protein	   
Ec-15_003230	chr_15	1020	GBG-gametophyte	Hypothetical leucine rich repeat protein	GO:0005515
Ec-15_003240	chr_15	415		conserved unknown protein	   
Ec-15_003250	chr_15	3850		Uncharacterised protein family UPF0016	GO:0016020
Ec-15_003260	chr_15	3444		conserved unknown protein	   
Ec-15_003270	chr_15	1377		High mobility group domain protein	GO:0003677,GO:0005634,GO:0006355
Ec-15_003280	chr_15	1584		expressed unknown protein	   
Ec-15_003290	chr_15	2413		Metallo-dependent phosphatase-like	GO:0016787
Ec-15_003300	chr_15	8231		P-loop containing nucleoside triphosphate hydrolase	   
Ec-15_003310	chr_15	835		conserved unknown protein	   
Ec-15_003320	chr_15	4586		Metallo-dependent phosphatase-like	GO:0016787
Ec-15_003330	chr_15	2229		tRNA-binding arm	GO:0000166
Ec-15_003360	chr_15	2063		Tetratricopeptide TPR1	GO:0005515
Ec-15_003370	chr_15	1103		conserved unknown protein	GO:0003779,GO:0007010
Ec-15_003380	chr_15	5517		IQ motif EF-hand binding site	GO:0005515
Ec-15_003390	chr_15	1458		Hypothetical protein	   
Ec-15_003400	chr_15	174		hypothetical protein	   
Ec-15_003410	chr_15	3343	GBG-gametophyte	hypothetical protein	   
Ec-15_003420	chr_15	3906		nucleotidyltransferase family protein	GO:0005515,GO:0007154,GO:0035091
Ec-15_003430	chr_15	2543		Hypothetical protein	   
Ec-15_003440	chr_15	5121		Uracil-DNA glycosylase-like	   
Ec-15_003450	chr_15	1326		hypothetical protein	   
Ec-15_003460	chr_15	3514		EF-hand domain pair	   
Ec-15_003470	chr_15	3360		expressed unknown protein	   
Ec-15_003480	chr_15	615		RGS domain	GO:0038032
Ec-15_003490	chr_15	441		RGS domain	GO:0038032
Ec-15_003500	chr_15	675		Six-bladed beta-propeller TolB-like	   
Ec-15_003510	chr_15	2253		expressed unknown protein	GO:0003700,GO:0005622,GO:0006355,GO:0043565
Ec-15_003520	chr_15	3377		Zc3h12a-like Ribonuclease NYN domain protein	GO:0016020,GO:0055085,GO:0015238,GO:0015297,GO:0006855
Ec-15_003530	chr_15	1135	GBG-sporophyte	Protein phosphatase 2C (PP2C)-like domain	GO:0003824
Ec-15_003540	chr_15	3090		Methyltransferase TRM13	GO:0008033,GO:0008168
Ec-15_003550	chr_15	1101		hypothetical protein	   
Ec-15_003560	chr_15	2600		Signal recognition particle SRP54 subunit GTPase domain	GO:0005525,GO:0006614
Ec-15_003570	chr_15	4431		Ankyrin repeat-containing domain	   
Ec-15_003580	chr_15	1442		similar to chemokine (C-C motif) receptor 6a	   
Ec-15_003590	chr_15	2978		Ankyrin repeat-containing domain	   
Ec-15_003600	chr_15	4102		Zinc finger CCCH-type	GO:0046872
